0,508241456;-0,003296583;0,51642797;5,4943E-05;0,508186513;3,66287E-05;0,516482913;-0,003278268;0,508186513;3,66287E-05;0,51642797;5,4943E-05;0,508241456;-0,003296583;0,51642797;5,4943E-05;0,516482913;-0,003278268
0,515878539;0,033387055;0,515823596;0,036720267;0,52401011;0,040071792;0,539888649;0,076773745;0,539613934;0,093439801;0,539778763;0,083440167;0,523790337;0,053404637;0,532086737;0,05008974;0,532196623;0,043423318
0,531757078;0,070089008;0,539943592;0,073440533;0,548185048;0,073458848;0,5635691;0,140159701;0,571480898;0,160177283;0,571480898;0,160177283;0,547800447;0,096791326;0,547690561;0,103457749;0,53972382;0,086773378
0,547635618;0,10679096;0,547635618;0,10679096;0,555712245;0,116808908;0,587359437;0,196879235;0,603237977;0,233581188;0,595161349;0,223563239;0,563514157;0,143492912;0,571480898;0,160177283;0,555492473;0,130141753
0,563459214;0,146826124;0,563514157;0,143492912;0,571371012;0,166843705;0,619281345;0,260283506;0,634995055;0,306985092;0,627083257;0,28696751;0,587469323;0,190212813;0,595161349;0,223563239;0,571371012;0,166843705
0,579337753;0,183528076;0,587634153;0,180213179;0,587139665;0,21021208;0,634775283;0,320317937;0,675048533;0,3770741;0,659060108;0,34703857;0,603128091;0,24024761;0,618896744;0,283615985;0,587139665;0,21021208
0,586919893;0,223544925;0,595216292;0,220230028;0,611094832;0,256931981;0,666971906;0,367056152;0,706860555;0,447144793;0,690927072;0,413776052;0,627083257;0,28696751;0,651038424;0,333687411;0,611204718;0,250265558
0,619281345;0,260283506;0,611149775;0,253598769;0,643126625;0,313669829;0,698893813;0,430460423;0,738837405;0,507215853;0,723013809;0,467180689;0,651093367;0,330354199;0,683070217;0,390425259;0,635214827;0,293652247
0,626918428;0,296967144;0,627028314;0,290300722;0,666916963;0,370389363;0,73098055;0,48386506;0,779000769;0,570638438;0,746804146;0,523900223;0,675103476;0,373740889;0,707080327;0,433811948;0,65098348;0,337020622
0,642796967;0,333669096;0,651203253;0,323687777;0,707080327;0,433811948;0,762847515;0,550602542;0,811087506;0,624043075;0,795318853;0,580674701;0,690872129;0,417109263;0,739331893;0,477216952;0,666642248;0,387055419
0,667026849;0,363722941;0,666916963;0,370389363;0,730760778;0,497197905;0,819438848;0,617394967;0,859602212;0,680817552;0,827350646;0,637412549;0,714937182;0,457162741;0,763232116;0,527270063;0,690762243;0,423775686
0,674773818;0,393740156;0,699003699;0,423794;0,762737629;0,557268965;0,851360756;0,680799238;0,89965569;0,75090656;0,867623897;0,694168712;0,738947291;0,50054943;0,787132339;0,577323175;0,722958866;0,470513901
