0,008108108;0,00137893;0,013513514;0,004118404;0,013513514;0,004118404;0,013513514;0,001397316;0,013513514;0,001397316;0,013513514;-0,001323773;0,016216216;0,001406509;0,013513514;0,004118404;0,016216216;0,001406509;0,016216216;0,001406509;0,013513514;0,001397316;0,302702703;-0,296938776;0,013513514;0,004118404;0,016216216;0,001406509
0,045945946;0,05320831;0,035135135;0,03412392;0,02972973;0,028663357;0,032432432;0,025951462;0,035135135;0,031402831;0,037837838;0,036854201;0,037837838;0,025969847;0,035135135;0,031402831;0,035135135;0,031402831;0,040540541;0,001489244;0,032432432;0,02867255;0,013513514;-0,001323773;0,032432432;0,034114727;0,037837838;0,034133113
0,083783784;0,096874425;0,064864865;0,069599191;0,054054054;0,053235889;0,054054054;0,055956977;0,059459459;0,06141754;0,059459459;0,064138628;0,048648649;0,047775326;0,059459459;0,06141754;0,051351351;0,055947785;0,067567568;0,001581173;0,056756757;0,061408347;0,037837838;0,034133113;0,056756757;0,064129436;0,056756757;0,061408347
0,110810811;0,143224858;0,089189189;0,105056076;0,078378378;0,085971686;0,072972973;0,077790035;0,075675676;0,085962493;0,083783784;0,099595514;0,07027027;0,069617577;0,081081081;0,094144144;0,072972973;0,077790035;0,091891892;0,001663909;0,075675676;0,085962493;0,059459459;0,06141754;0,081081081;0,091423056;0,075675676;0,080520316
0,135135135;0,178681743;0,116216216;0,145964332;0,1;0,115977202;0,089189189;0,105056076;0,1;0,113256113;0,108108108;0,126889134;0,089189189;0,094171723;0,105405405;0,121437764;0,089189189;0,0996139;0,116216216;0,001746645;0,094594595;0,115958816;0,078378378;0,091413863;0,1;0,113256113;0,097297297;0,091478213
0,164864865;0,219599191;0,145945946;0,192323957;0,124324324;0,14599191;0,113513514;0,140512962;0,118918919;0,137810259;0,143243243;0,167824968;0,113513514;0,132349697;0,124324324;0,14599191;0,108108108;0,124168046;0,140540541;0,004550469;0,116216216;0,143243243;0,105405405;0,118716676;0,124324324;0,137828645;0,121621622;0,097003126
0,183783784;0,252316602;0,17027027;0,227780842;0,151351351;0,1787369;0,132432432;0,170509285;0,140540541;0,162373598;0,17027027;0,197848869;0,143243243;0,156940614;0,143243243;0,170546056;0,135135135;0,151470859;0,164864865;0,007354293;0,132432432;0,165067108;0,127027027;0,148722192;0,143243243;0,162382791;0,148648649;0,102537231
0,205405405;0,287764295;0,2;0,271419379;0,178378378;0,21148189;0,156756757;0,200523993;0,164864865;0,189667218;0,194594595;0,225142489;0,17027027;0,189685604;0,167567568;0,195118588;0,151351351;0,173294723;0,186486486;0,007427836;0,156756757;0,18963964;0,148648649;0,17328553;0,172972973;0,186973708;0,175675676;0,10262916
0,232432432;0,320509285;0,221621622;0,306867071;0,202702703;0,249659864;0,172972973;0,230511123;0,186486486;0,211509469;0,221621622;0,260608568;0,202702703;0,217006803;0,186486486;0,230557088;0,178378378;0,195155359;0,216216216;0,015692223;0,175675676;0,219635962;0,172972973;0,197858062;0,189189189;0,206076485;0,205405405;0,108172458
0,251351351;0,353226696;0,245945946;0,342323957;0,22972973;0,287847031;0,197297297;0,265968009;0,213513514;0,244254459;0,251351351;0,285199485;0,224324324;0,238849053;0,205405405;0,260553411;0,191891892;0,216970031;0,248648649;0,023965803;0,197297297;0,24692039;0,194594595;0,222421401;0,216216216;0,222494944;0,240540541;0,111013054
0,275675676;0,383241405;0,27027027;0,375059754;0,256756757;0,320592021;0,221621622;0,306867071;0,240540541;0,27427836;0,283783784;0,323405038;0,248648649;0,266142673;0,227027027;0,285116749;0,213513514;0,24153337;0,278378378;0,029509101;0,216216216;0,274195624;0,224324324;0,257896672;0,237837838;0,236173929;0,27027027;0,113835264
0,294594595;0,410516639;0,305405405;0,424158853;0,291891892;0,361527854;0,245945946;0,342323957;0,259459459;0,301553594;0,310810811;0,356150028;0,281081081;0,290742784;0,245945946;0,309670895;0,232432432;0,268808605;0,305405405;0,035043206;0,240540541;0,301489244;0,245945946;0,282460011;0,272972973;0,24717779;0,3;0,116657474
0,313513514;0,437791874;0,337837838;0,465085494;0,318918919;0,396993933;0,272972973;0,375068946;0,289189189;0,334307777;0,343243243;0,386192315;0,310810811;0,318054789;0,264864865;0,331503953;0,251351351;0,287920574;0,335135135;0,040586505;0,264864865;0,331503953;0,267567568;0,304302261;0,297297297;0,255423791;0,32972973;0,119479684
0,32972973;0,459615738;0,362162162;0,497821291;0,345945946;0,424296746;0,297297297;0,407804744;0,316216216;0,36161059;0,367567568;0,416207023;0,340540541;0,345366795;0,291891892;0,364248943;0,27027027;0,307032543;0,362162162;0,051562787;0,283783784;0,350615922;0,310810811;0,328939143;0,327027027;0,26096709;0,356756757;0,125013789
0,348648649;0,486890973;0,386486486;0,533278176;0,372972973;0,457041736;0,316216216;0,437801066;0,343243243;0,391634492;0,391891892;0,440779555;0,372972973;0,375409083;0,313513514;0,39153337;0,302702703;0,328911565;0,391891892;0,059827174;0,316216216;0,369773855;0,345945946;0,345385181;0,356756757;0,2637893;0,378378378;0,125087332
0,372972973;0,51962677;0,410810811;0,560571796;0,394594595;0,487047251;0,340540541;0,465094687;0,367567568;0,416207023;0,421621622;0,468091561;0,405405405;0,40545137;0,335135135;0,416096709;0,335135135;0,339906233;0,421621622;0,070812649;0,340540541;0,383462033;0,381081081;0,361831219;0,389189189;0,269341791;0,405405405;0,125179261
0,394594595;0,546911197;0,432432432;0,590577312;0,421621622;0,52251333;0,359459459;0,495091009;0,391891892;0,443500644;0,445945946;0,49810627;0,448648649;0,438251517;0,354054054;0,443371943;0,367567568;0,356343078;0,451351351;0,081798125;0,367567568;0,397159404;0,413513514;0,372825887;0,421621622;0,272173194;0,435135135;0,128001471
0,413513514;0,571465343;0,456756757;0,626034197;0,448648649;0,55525832;0,383783784;0,525105718;0,418918919;0,46536128;0,472972973;0,522687994;0,478378378;0,462842434;0,372972973;0,462483912;0,397297297;0,367328553;0,475675676;0,090044126;0,4;0,408154072;0,448648649;0,389271925;0,459459459;0,277744071;0,456756757;0,128075014
