2,564730689;0,938534975;2,467419045;0,941621462;2,476529251;0,89792345;2,463659501;0,842189266;2,473839839;0,769865213;2,47323437;0,586061526;2,475036698;0,537849245
2,662211302;0,930928586;2,572320181;0,935516075;2,566476695;0,891829328;2,568729605;0,831563977;2,571433097;0,759245557;2,571109242;0,567908701;2,57251731;0,530242857
2,78206613;0,924811935;2,662267625;0,929421952;2,671434153;0,884217307;2,673799709;0,820938689;2,661605832;0,747124899;2,661507267;0,549761508;2,6699416;0,524143102
2,87949042;0,91871218;2,774589284;0,924817567;2,783812135;0,878106288;2,778813491;0,811820035;2,781629629;0,736488346;2,78962746;0,522546352;2,789965397;0,513506549
2,984109942;0,920139962;2,872013574;0,918717812;2,881180103;0,873513167;2,883883595;0,801194746;2,87927921;0,724362057;2,87254864;0,504404792;2,87254864;0,504404792
3,081308941;0,920066742;2,984166265;0,918633328;2,986081239;0,86740778;2,988841054;0,793582726;2,984405636;0,712230135;2,993023018;0,481715169;2,985039268;0,495280505
3,185984786;0,919987891;3,08884211;0,918554476;3,083449206;0,862814659;3,093854835;0,784464071;3,089475741;0,701604847;3,098374736;0,463556712;3,082407235;0,490687384
3,275763261;0,91841367;3,186041109;0,918481257;3,180929818;0,855208271;3,198868617;0,775345417;3,187068999;0,690985191;3,188885408;0,442396252;3,194897862;0,481563097
3,388028598;0,915315918;3,283409076;0,913888136;3,278297785;0,85061515;3,288759738;0,770757928;3,28471858;0,678858901;3,28676028;0,424243427;3,27736846;0,475474607
3,470330227;0,913747329;3,39584338;0,906270483;3,39073209;0,842997497;3,408670889;0,763134643;3,389732361;0,669740246;3,399645167;0,404572704;3,397392256;0,464838054
3,59007241;0,910643945;3,493323993;0,898664095;3,48815638;0,836897743;3,491141486;0,757046153;3,494802466;0,659114958;3,490212161;0,38190561;3,494872869;0,457231666
3,695029869;0,903031924;3,590917251;0,888044439;3,593113839;0,829285722;3,588565776;0,750946398;3,592395724;0,648495302;3,60315337;0,360728253;3,607250851;0,451120647
3,799818359;0,899939805;3,688454187;0,878931416;3,697958652;0,824686969;3,701000081;0,743328745;3,697409505;0,639376648;3,693551396;0,342581061;3,704787786;0,442007625
3,904719495;0,893834418;3,801282751;0,860767327;3,802972434;0,815568314;3,798368048;0,738735624;3,802535932;0,627244726;3,814082097;0,318384804;3,809801568;0,43288897
3,98713377;0,889252562;3,906521823;0,845622138;3,907817247;0,810969561;3,903325507;0,731123604;3,90012919;0,61662507;3,896946955;0,301749878;3,914759027;0,42527695
4,09968072;0,878621641;3,997088817;0,822955044;3,990231522;0,806387705;3,993160305;0,728042749;3,997666126;0,607512048;4,002467641;0,279071519;3,997285947;0,417681826
4,189515519;0,875540786;4,10294744;0,791236883;4,102778472;0,795756784;4,098061441;0,721937362;4,095203061;0,598399026;4,100455158;0,257905427;4,094710237;0,411582071
4,309539315;0,864904234;4,186206557;0,76405552;4,19261327;0,792675929;4,195429408;0,717344241;4,200216843;0,589280371;4,205863199;0,238240336;4,207257187;0,400951151
4,399655727;0,85429021;4,246978812;0,738397688;4,305103898;0,783551643;4,300330544;0,711238854;4,30534327;0,577148449;4,311383885;0,215561978;4,304794123;0,391838128
4,489715816;0,84518282;4,307863713;0,709726588;4,395107664;0,775950887;4,397642189;0,708152367;4,395234391;0,572560961;4,409258757;0,197409153;4,402274735;0,38423174
4,587590688;0,827029995;4,31;0,68;4,492588277;0,768344498;4,495010156;0,703559246;4,500360818;0,560429039;4,507077307;0,180762962;4,499811671;0,375118718
4,700475575;0,807359272;4,32;0,66;4,597658381;0,75771921;4,584844954;0,700478391;4,59784143;0,55282265;4,597250041;0,168642305;4,597292283;0,367512329
4,790929924;0,787705446;4,33;0,62;4,695195317;0,748606188;4,68974609;0,694373005;4,702855212;0,543703996;4,695012268;0,153502747;4,694829219;0,358399307
4,873963749;0,766550618;4,34;0,575;4,792675929;0,740999799;4,779637211;0,689785516;4,777848963;0,537621138;4,792774494;0,13836319;4,784832985;0,350798551
4,911911207;0,751456119;4,35;0,526;4,882792342;0,730385776;4,884650993;0,680666861;4,882919068;0,52699585;4,890480398;0,124730267;4,882369921;0,341685529
0,493475361;0,944615016;4,36;0,491;4,9877498;0,722773755;4,98201896;0,676073741;4,987989172;0,516370562;4,995606825;0,112598345;4,987383702;0,332566874
