0,954899552;1,001517898;0,970022212;0,996986732;0,970022212;0,996986732;0,977555381;0,995474466;0,962545366;0,996992365;0,970078535;0,995480099;0,967290559;0,67005847
1,089482781;1,001416517;1,074698057;0,996907881;1,059744365;0,996919145;1,074810703;0,993894613;1,067502825;0,989380344;1,060363915;0,980346174;1,072360663;0,659433182
1,246609194;0,998284972;1,156943364;0,996845926;1,164532856;0,993827026;1,157112332;0,992326024;1,15767556;0,977259687;1,150874587;0,959185714;1,154774938;0,654851326
1,3737719;0,99668259;1,254198686;0,995266072;1,254480299;0,987732903;1,247172422;0,983218634;1,255494109;0,960613496;1,256564241;0,931987454;1,259901365;0,642719404
1,456129852;0,993607367;1,351397684;0,995192853;1,359381435;0,981627516;1,352186203;0,97409998;1,345948458;0,940959669;1,347469172;0,900280558;1,349961454;0,633612014
1,568451511;0,989002982;1,456186175;0,992100733;1,464282571;0,97552213;1,464789476;0,961962426;1,459002313;0,916769045;1,460748318;0,870063398;1,462452082;0,624487727
1,665763156;0,985916494;1,568507834;0,987496348;1,576716876;0,967904477;1,56985958;0,951337137;1,572056168;0,892578421;1,574252755;0,833819704;1,574942709;0,61536344
1,763131123;0,981323374;1,673296325;0,984404228;1,674197489;0,960298088;1,667509161;0,939210848;1,669874717;0,87593223;1,672690855;0,800600541;1,672479645;0,606250418
1,86049909;0,976730253;1,7557106;0,979822372;1,764201255;0,952697332;1,765271388;0,924071291;1,767693266;0,859286039;1,763426817;0,773413546;1,77001658;0,597137396
1,95792338;0,970630498;1,86049909;0,976730253;1,86927136;0,942072044;1,870341492;0,913446002;1,865455493;0,844146481;1,869567054;0,734162217;1,86744087;0,591037641
2,062937161;0,961511844;1,965400226;0,970624866;1,966751972;0,934465655;1,968103718;0,898306445;1,978115089;0,830502293;1,967948831;0,702449688;1,972510974;0,580412353
2,167613006;0,961432992;2,062880839;0,963018477;2,064232585;0,926859267;2,065753299;0,886180155;2,068287823;0,818381636;2,0812843;0,670725895;2,077524756;0,571293699
2,272683111;0,950807704;2,160192483;0,95993199;2,16176952;0,917746245;2,163290235;0,877067133;2,165993727;0,804748712;2,179215494;0,651066436;2,175005368;0,56368731
2,362574232;0,946220215;2,272570465;0,953820971;2,274147502;0,911635226;2,26858563;0,86041531;2,278540677;0,794117792;2,269838811;0,626892709;2,28001915;0,554568656
2,467419045;0,941621462;2,369994755;0,947721216;2,371684438;0,902522203;2,373486766;0,854309923;2,361123921;0,785016034;2,367770006;0,60723325;2,369966594;0,548474533
